QuantityX	Name	Edition	Foil	Price	List name
1x	March of Reckless Joy	Kamigawa: Neon Dynasty		$0.35	Kamigawa and innistrad
1x	Minthara, Merciless Soul	Commander Legends: Battle for Baldur's Gate		$0.35	Baldurs gate rares
1x	Mishra's Factory	Masters 25		$0.35	Lands uncommons
2x	Multiclass Baldric	Commander Legends: Battle for Baldur's Gate		$0.35	B/W Commander randoms
1x	Multiclass Baldric	Commander Legends: Battle for Baldur's Gate		$0.35	Baldurs gate rares
2x	Narnam Renegade	Aether Revolt		$0.35	Ezuri
2x	Necrogenesis	Commander 2016		$0.35	Multicolor uncommons
1x	Noble Heritage	Commander Legends: Battle for Baldur's Gate		$0.35	Baldurs gate rares
1x	Obscura Interceptor	Streets of New Capenna		$0.35	Baldurs gate rares
1x	Overrun	Commander Anthology		$0.35	Ezuri
1x	Pia Nalaar	Kaladesh		$0.35	Osgir
1x	Pia Nalaar	Kaladesh		$0.35	Rares
3x	Pitiless Horde	Dragons of Tarkir		$0.35	Rares
1x	Poet's Quill	Strixhaven: School of Mages		$0.35	B/W Commander randoms
1x	Pristine Skywise	Dragons of Tarkir		$0.35	April 2023
1x	Profane Command	New Capenna Commander		$0.35	Zaxara
1x	Rewind	Core Set 2021		$0.35	Grixis colors
1x	Rewind	Modern Masters 2017		$0.35	Niv
1x	Righteous Authority	Return to Ravnica		$0.35	Rares
1x	Risona, Asari Commander	Kamigawa: Neon Dynasty	Foil	$0.35	Foil rares and uncommons
1x	Rivaz of the Claw	Dominaria United		$0.35	April 2023
1x	Samut, Tyrant Smasher	War of the Spark		$0.35	Baldurs gate uncommons
1x	Sanguine Sacrament	The List		$0.35	Rares
1x	Secret Rendezvous	Strixhaven: School of Mages		$0.35	Baldurs gate uncommons
1x	Secret Rendezvous	Strixhaven: School of Mages		$0.35	Breena
1x	Secret Rendezvous	Strixhaven: School of Mages		$0.35	Osgir others
1x	Secrets of the Dead	Commander 2019		$0.35	April 2023
1x	Shacklegeist	Crimson Vow Commander		$0.35	Baldurs gate rares
1x	Shacklegeist	Crimson Vow Commander		$0.35	Millicent
1x	Shadowed Caravel	Ixalan		$0.35	Rares
1x	Silumgar Assassin	Dragons of Tarkir		$0.35	Rares
1x	Silverquill Command	Strixhaven: School of Mages		$0.35	B/W Commander randoms
1x	Soulblade Djinn	Magic Origins		$0.35	Rares
1x	Spark Elemental	Fifth Dawn		$0.35	Modern deck
2x	Spectral Sailor	Jumpstart		$0.35	Blue uncommons
1x	Stonespeaker Crystal	Commander Legends: Battle for Baldur's Gate		$0.35	Baldurs gate
1x	Stromkirk Occultist	Eldritch Moon		$0.35	Rares
1x	Sunhome, Fortress of the Legion	Commander 2021		$0.35	Osgir
1x	Swarm Shambler	Zendikar Rising		$0.35	Zendikar
1x	Tainted Field	Explorers of Ixalan		$0.35	Breena
1x	Teferi's Tutelage	Core Set 2021		$0.35	Baldurs gate uncommons
1x	Temple of Silence	New Capenna Commander		$0.35	Breena
1x	Test of Talents	Strixhaven: School of Mages		$0.35	Baldurs gate uncommons
1x	Test of Talents	Strixhaven: School of Mages		$0.35	New capenna, strixhaven rares uncommons
1x	Thalia's Geistcaller	Commander 2019		$0.35	April 2023
2x	The Blackstaff of Waterdeep	Adventures in the Forgotten Realms		$0.35	Rares
3x	Thousand Winds	Khans of Tarkir		$0.35	Rares
2x	Tilonalli's Skinshifter	Ixalan		$0.35	Baldurs gate rares
1x	Tilonalli's Skinshifter	Ixalan		$0.35	Rares
1x	Touch the Spirit Realm	Kamigawa: Neon Dynasty		$0.35	Baldurs gate uncommons
1x	Treasury Thrull	RNA Guild Kit		$0.35	Vish Kal
1x	Undercity Informer	Gatecrash		$0.35	Black uncommons
4x	Undercity Plague	Gatecrash		$0.35	Rares
1x	Untethered Express	Aether Revolt		$0.35	Colorless uncommmons
1x	Uvilda, Dean of Perfection //  // Nassari, Dean of Expression	Strixhaven: School of Mages		$0.35	Rares
1x	Vraska, Swarm's Eminence	War of the Spark		$0.35	Baldurs gate uncommons
2x	Warrant // Warden	Ravnica Allegiance		$0.35	Rares
1x	Wyll, Blade of Frontiers	Commander Legends: Battle for Baldur's Gate		$0.35	Baldurs gate rares
1x	Avacyn's Pilgrim	Innistrad		$0.36	Chulane
1x	Blightning	Shards of Alara		$0.36	Modern deck
1x	Chaos Maw	Hour of Devastation		$0.36	Rares
1x	Consign // Oblivion	Hour of Devastation		$0.36	Captain ngathrod
1x	Consign // Oblivion	Hour of Devastation		$0.36	Multicolor uncommons
1x	Curse of Silence	Innistrad: Midnight Hunt		$0.36	Baldurs gate rares
1x	Curse of Silence	Innistrad: Midnight Hunt		$0.36	Kamigawa and innistrad
1x	Curse of Silence	Innistrad: Midnight Hunt		$0.36	Rares
1x	Deathbloom Ritualist	The Brothers' War		$0.36	April 2023
1x	Drown in Ichor	Phyrexia: All Will Be One		$0.36	April 2023
1x	Dying to Serve	Innistrad: Crimson Vow		$0.36	Grixis colors
1x	From the Catacombs	Commander Legends: Battle for Baldur's Gate		$0.36	Captain ngathrod
4x	Gates Ablaze	Ravnica Allegiance		$0.36	Red uncommons
1x	Guttersnipe	Core Set 2019		$0.36	Niv
1x	Hamlet Vanguard	Innistrad: Crimson Vow		$0.36	Foil rares and uncommons
1x	Kor Skyfisher	Modern Masters 2017		$0.36	Chulane
1x	Magus of the Bridge	Modern Horizons 2		$0.36	Rares
1x	Mortify	Ravnica Allegiance		$0.36	Vish Kal
1x	Mystic Retrieval	Dark Ascension		$0.36	Niv
3x	Orator of Ojutai	Commander 2017		$0.36	Foil rares and uncommons
1x	Resilient Khenra	Hour of Devastation		$0.36	Rares
1x	Sixth Sense	Amonkhet		$0.36	Green uncommons
1x	Sparring Regimen	Strixhaven: School of Mages		$0.36	Breena
1x	Temple of the False God	Commander 2013		$0.36	Vish Kal
1x	Urza's Command	The Brothers' War		$0.36	April 2023
1x	Wayward Servant	Amonkhet		$0.36	Multicolor uncommons
1x	Wizard's Retort	Dominaria		$0.36	Blue uncommons
1x	Arbor Colossus	Commander 2015		$0.37	Rares
1x	Bogbrew Witch	Magic 2014		$0.37	Rares
1x	Bosh, Iron Golem	Commander 2014		$0.37	Osgir
6x	Bounty of the Luxa	Commander 2019		$0.37	Rares
1x	Efreet Flamepainter	Strixhaven: School of Mages		$0.37	Rares
1x	Gelatinous Cube	Adventures in the Forgotten Realms		$0.37	Rares
2x	Hashep Oasis	Hour of Devastation		$0.37	Lands uncommons
1x	Huatli, the Sun's Heart	War of the Spark		$0.37	Baldurs gate uncommons
1x	Nephalia Drownyard	Commander Legends: Battle for Baldur's Gate		$0.37	Captain ngathrod
1x	Obelisk Spider	Hour of Devastation		$0.37	Multicolor uncommons
2x	Teachings of the Kirin //  // Kirin-Touched Orochi	Kamigawa: Neon Dynasty	Foil	$0.37	Foil rares and uncommons
1x	Temmet, Vizier of Naktamun	Amonkhet		$0.37	Foil rares and uncommons
1x	Temmet, Vizier of Naktamun	Amonkhet		$0.37	Rares
1x	The Filigree Sylex	Phyrexia: All Will Be One		$0.37	April 2023
1x	Treasury Thrull	Gatecrash		$0.37	Rares
1x	Urza's Factory	Commander 2013		$0.37	Grixis colors
1x	Vivid Grove	Commander Legends		$0.37	Zaxara
1x	Watcher of the Spheres	Core Set 2021		$0.37	Baldurs gate uncommons
1x	Zabaz, the Glimmerwasp	Modern Horizons 2		$0.37	Baldurs gate rares
1x	Zabaz, the Glimmerwasp	Modern Horizons 2		$0.37	Osgir others
1x	Bloodhall Priest	Eldritch Moon		$0.38	Rares
1x	Bolt Hound	Core Set 2021		$0.38	Baldurs gate uncommons
1x	Bolt Hound	Core Set 2021		$0.38	Red uncommons
1x	Boreas Charger	Commander 2021		$0.38	Baldurs gate rares
1x	Boreas Charger	Commander 2021		$0.38	Breena
1x	Chaos Wand	Commander Legends: Battle for Baldur's Gate		$0.38	Baldurs gate
1x	Confounding Conundrum	Zendikar Rising		$0.38	Baldurs gate rares
1x	Confounding Conundrum	Zendikar Rising		$0.38	Zendikar
1x	Dunes of the Dead	Hour of Devastation		$0.38	Lands uncommons
1x	Fiend of the Shadows	Dark Ascension		$0.38	B/W Commander randoms
1x	Flamerush Rider	Fate Reforged		$0.38	Rares
1x	Grell Philosopher	Commander Legends: Battle for Baldur's Gate		$0.38	Captain ngathrod
1x	Guard Gomazoa	Commander 2013		$0.38	Grixis colors
1x	Guiltfeeder	Commander Legends: Battle for Baldur's Gate		$0.38	Captain ngathrod
3x	Ivorytusk Fortress	Khans of Tarkir		$0.38	Rares
1x	Kiora's Follower	Born of the Gods		$0.38	Chulane
1x	Logic Knot	Future Sight		$0.38	Zaxara
1x	Lumbering Battlement	Ravnica Allegiance		$0.38	Rares
1x	Manifold Key	Commander Legends: Battle for Baldur's Gate		$0.38	Baldurs gate
1x	Manifold Key	Commander Legends: Battle for Baldur's Gate		$0.38	Baldurs gate uncommons
1x	Myriad Landscape	Commander 2021		$0.38	Osgir
1x	Phyrexian Revoker	Commander Legends: Battle for Baldur's Gate		$0.38	Captain ngathrod
1x	Pledge of Unity	War of the Spark		$0.38	Baldurs gate uncommons
1x	Rhonas's Last Stand	Hour of Devastation		$0.38	Rares
1x	Rix Maadi Reveler	Ravnica Allegiance		$0.38	Rares
1x	Rubblebelt Raiders	Gatecrash		$0.38	Rares
1x	Rustvale Bridge	Modern Horizons 2		$0.38	Osgir
1x	Sengir Nosferatu	Time Spiral Remastered		$0.38	B/W Commander randoms
1x	Thrummingbird	Commander 2016		$0.38	Blue uncommons
1x	Thrummingbird	Commander 2016		$0.38	New phyrexia
1x	Barren Moor	Commander Anthology		$0.39	Breena
2x	Bellowing Aegisaur	Ixalan		$0.39	White uncommons
2x	Bump in the Night	Innistrad		$0.39	Modern deck
3x	Censor	Amonkhet		$0.39	Blue uncommons
1x	Condescend	Iconic Masters		$0.39	Baldurs gate uncommons
1x	Condescend	Iconic Masters		$0.39	Zaxara
1x	Creeping Tar Pit	Commander Legends: Battle for Baldur's Gate		$0.39	Captain ngathrod
1x	Draconic Intervention	Strixhaven: School of Mages		$0.39	Niv
1x	Dragon Turtle	Adventures in the Forgotten Realms		$0.39	Rares
1x	Dramatic Finale	Strixhaven: School of Mages		$0.39	B/W Commander randoms
1x	Edge of Autumn	Time Spiral Remastered		$0.39	Zaxara
1x	Eldritch Pact	Commander Legends: Battle for Baldur's Gate		$0.39	Baldurs gate
1x	Faceless Butcher	Time Spiral Timeshifted		$0.39	Andy's new cards
1x	Far Traveler	Commander Legends: Battle for Baldur's Gate		$0.39	Baldurs gate rares
1x	Feral Hydra	Battlebond		$0.39	Zaxara
1x	Five-Alarm Fire	Gatecrash		$0.39	Rares
2x	Foundation Breaker	Modern Horizons 2		$0.39	Green uncommons
1x	Gale's Redirection	Commander Legends: Battle for Baldur's Gate		$0.39	Baldurs gate
1x	Gale's Redirection	Commander Legends: Battle for Baldur's Gate		$0.39	Baldurs gate rares
1x	Grakmaw, Skyclave Ravager	Zendikar Rising		$0.39	Zendikar
2x	Heaven // Earth	Amonkhet		$0.39	Rares
1x	Invigorating Surge	Core Set 2021		$0.39	Baldurs gate rares
1x	Invigorating Surge	Core Set 2021		$0.39	Baldurs gate uncommons
1x	Invoke Calamity	Kamigawa: Neon Dynasty		$0.39	Niv
1x	Izzet Boilerworks	Commander 2013		$0.39	Grixis colors
1x	Liliana's Triumph	War of the Spark		$0.39	Baldurs gate uncommons
1x	Lone Rider //  // It That Rides as One	Eldritch Moon		$0.39	White uncommons
1x	Magmatic Channeler	Zendikar Rising		$0.39	Rares
1x	Monk Class	Adventures in the Forgotten Realms		$0.39	Chulane
1x	Monk Class	Adventures in the Forgotten Realms		$0.39	Rares
1x	Myriad Landscape	Commander 2020		$0.39	Niv
1x	Necrogen Rotpriest	Phyrexia: All Will Be One	Foil	$0.39	April 2023
2x	Oketra's Last Mercy	Hour of Devastation		$0.39	Rares
1x	Old-Growth Dryads	Ixalan		$0.39	Rares
1x	Opal Palace	Commander 2017		$0.39	Vish Kal
1x	Orzhov Basilica	Commander 2016		$0.39	Breena
1x	Raging Swordtooth	Ixalan		$0.39	Baldurs gate uncommons
1x	Raging Swordtooth	Ixalan		$0.39	Multicolor uncommons
1x	Raiyuu, Storm's Edge	Kamigawa: Neon Dynasty		$0.39	Baldurs gate rares
1x	Raiyuu, Storm's Edge	Kamigawa: Neon Dynasty		$0.39	Kamigawa and innistrad
2x	Rubblehulk	Gatecrash		$0.39	Rares
1x	Ruthless Knave	Ixalan		$0.39	Black uncommons
4x	Silumgar's Scorn	Dragons of Tarkir		$0.39	Blue uncommons
1x	Soulflayer	Commander 2020		$0.39	Modern deck
1x	Tandem Lookout	Avacyn Restored		$0.39	Niv
1x	Temple of Deceit	Commander Legends: Battle for Baldur's Gate		$0.39	Captain ngathrod
1x	Thornwood Falls	Commander 2015		$0.39	Ezuri
1x	Treva's Charm	Duel Decks: Phyrexia vs. the Coalition		$0.39	Chulane others
1x	Tyrant of Kher Ridges	The Brothers' War		$0.39	April 2023
2x	Vicious Conquistador	Ixalan		$0.39	Black uncommons
1x	Waker of Waves	Core Set 2021		$0.39	Baldurs gate uncommons
1x	Waker of Waves	Core Set 2021		$0.39	Blue uncommons
1x	Wall of Frost	Modern Masters 2017		$0.39	Blue uncommons
1x	Zoetic Cavern	Commander 2015		$0.39	Ezuri
1x	Adult Gold Dragon	Adventures in the Forgotten Realms		$0.40	Rares
1x	Assault Strobe	Scars of Mirrodin		$0.40	Modern deck
1x	Barren Moor	Commander 2013		$0.40	B/W Commander randoms
1x	Basic Conjuration	Strixhaven: School of Mages	Foil	$0.40	New capenna, strixhaven rares uncommons
1x	Bruenor Battlehammer	Adventures in the Forgotten Realms		$0.40	April 2023
1x	Bruenor Battlehammer	Adventures in the Forgotten Realms		$0.40	Multicolor uncommons
1x	Chart a Course	Jumpstart		$0.40	Niv
1x	Combat Research	Dominaria United		$0.40	April 2023
1x	Concealing Curtains //  // Revealing Eye	Innistrad: Crimson Vow		$0.40	Andy's new cards
1x	Damnable Pact	New Capenna Commander		$0.40	Zaxara
1x	Dark Intimations	Aether Revolt		$0.40	Grixis colors
1x	Darkwater Catacombs	Forgotten Realms Commander		$0.40	Captain ngathrod
3x	Deadeye Quartermaster	Ixalan		$0.40	Blue uncommons
1x	Deeproot Waters	Ixalan		$0.40	Blue uncommons
1x	Devil's Play	Commander 2019		$0.40	April 2023
1x	Dominate	Commander 2015		$0.40	Zaxara
1x	Exotic Orchard	Forgotten Realms Commander		$0.40	Baldurs gate rares
1x	Fireshrieker	Conspiracy		$0.40	Colorless uncommmons
1x	Gaea's Will	Modern Horizons 2		$0.40	Foil rares and uncommons
1x	Gaea's Will	Modern Horizons 2		$0.40	Rares
1x	Gale, Waterdeep Prodigy	Commander Legends: Battle for Baldur's Gate		$0.40	Baldurs gate
1x	Gale, Waterdeep Prodigy	Commander Legends: Battle for Baldur's Gate		$0.40	Baldurs gate rares
1x	Grolnok, the Omnivore	Innistrad: Crimson Vow		$0.40	April 2023
1x	Grolnok, the Omnivore	Innistrad: Crimson Vow		$0.40	Baldurs gate rares
2x	Guardian Idol	Jumpstart		$0.40	Colorless uncommmons
1x	Hell's Thunder	Duel Decks: Speed vs. Cunning		$0.40	Modern deck
1x	High Priest of Penance	Commander 2018		$0.40	B/W Commander randoms
1x	Hostile Takeover	Streets of New Capenna	Foil	$0.40	New capenna, strixhaven rares uncommons
1x	Ifnir Deadlands	Hour of Devastation		$0.40	Lands uncommons
1x	Illusionist's Stratagem	Aether Revolt		$0.40	Blue uncommons
1x	Infernal Offering	Commander 2021		$0.40	Breena
1x	King Darien XLVIII	Dominaria United		$0.40	April 2023
1x	Living Twister	War of the Spark		$0.40	Baldurs gate rares
1x	Magister of Worth	Commander 2021		$0.40	Breena
1x	Mind Shatter	Modern Masters 2017		$0.40	Rares
1x	Mind Shatter	Modern Masters 2017		$0.40	Zaxara
1x	Mortician Beetle	Modern Masters 2017		$0.40	Grixis colors
1x	Mortician Beetle	Modern Masters 2017		$0.40	Modern deck
1x	Mystic Retrieval	Commander 2019		$0.40	April 2023
1x	Occult Epiphany	Crimson Vow Commander		$0.40	Millicent
1x	Oran-Rief Ooze	Zendikar Rising		$0.40	Baldurs gate rares
1x	Oran-Rief Ooze	Zendikar Rising		$0.40	Zendikar
1x	Orzhov Advokist	Commander 2016		$0.40	B/W Commander randoms
1x	Outland Liberator //  // Frenzied Trapbreaker	Innistrad: Midnight Hunt		$0.40	Baldurs gate uncommons
1x	Outland Liberator //  // Frenzied Trapbreaker	Innistrad: Midnight Hunt		$0.40	Kamigawa and innistrad
1x	Overcharged Amalgam	Commander Legends: Battle for Baldur's Gate		$0.40	Captain ngathrod
1x	Pteramander	Ravnica Allegiance		$0.40	Blue uncommons
1x	Ramunap Hydra	Hour of Devastation		$0.40	Rares
1x	Recruitment Officer	The Brothers' War		$0.40	April 2023
1x	Scoured Barrens	Commander 2017	Foil	$0.40	Kamigawa and innistrad
1x	Sewer Nemesis	Commander Legends: Battle for Baldur's Gate		$0.40	Captain ngathrod
1x	Simian Simulacrum	The Brothers' War		$0.40	April 2023
1x	Spiteful Prankster	Jumpstart		$0.40	Red uncommons
1x	Stone Rain	Strixhaven Mystical Archive		$0.40	Baldurs gate rares
1x	Stone Rain	Strixhaven Mystical Archive		$0.40	New capenna, strixhaven rares uncommons
1x	Tainted Field	Duel Decks: Sorin vs. Tibalt		$0.40	B/W Commander randoms
1x	Temple of Triumph	New Capenna Commander		$0.40	Osgir
1x	The Council of Four	Commander Legends: Battle for Baldur's Gate		$0.40	Baldurs gate
1x	Triskelavus	Commander Anthology Volume II		$0.40	Ezuri
1x	Vivid Grove	Commander 2015		$0.40	Ezuri
1x	Vizier of Tumbling Sands	Commander 2020		$0.40	Blue uncommons
2x	Vizkopa Guildmage	Commander 2013		$0.40	Multicolor uncommons
1x	Wyll, Blade of Frontiers	Commander Legends: Battle for Baldur's Gate		$0.40	Baldurs gate
1x	Wyll, Blade of Frontiers	Commander Legends: Battle for Baldur's Gate		$0.40	Baldurs gate rares
1x	Yarok's Fenlurker	Core Set 2020		$0.40	Andy's new cards
1x	Yidaro, Wandering Monster	Jumpstart 2022		$0.40	April 2023
1x	Yuan-Ti Malison	Adventures in the Forgotten Realms		$0.40	April 2023
3x	Yuan-Ti Malison	Adventures in the Forgotten Realms		$0.40	Rares
1x	Battle at the Bridge	Aether Revolt		$0.41	Rares
1x	Bishop of Binding	Rivals of Ixalan		$0.41	B/W Commander randoms
1x	Callous Bloodmage	Strixhaven: School of Mages		$0.41	Andy's new cards
1x	Confirm Suspicions	Shadows over Innistrad		$0.41	Grixis colors
1x	Curious Homunculus //  // Voracious Reader	Eldritch Moon		$0.41	Blue uncommons
1x	Curious Homunculus //  // Voracious Reader	Eldritch Moon		$0.41	Niv
2x	Gaze of Granite	Commander 2020		$0.41	Rares
1x	Grow from the Ashes	Dominaria		$0.41	Zaxara
1x	Guttersnipe	Commander 2013		$0.41	Grixis colors
1x	Join the Dance	Innistrad: Midnight Hunt		$0.41	Multicolor uncommons
3x	King Narfi's Betrayal	Kaldheim		$0.41	Andy's new cards
1x	Maestros Theater	Streets of New Capenna		$0.41	Grixis colors
1x	Mind Stone	Commander Legends: Battle for Baldur's Gate		$0.41	Baldurs gate
2x	Mind Stone	Commander Legends: Battle for Baldur's Gate		$0.41	Baldurs gate uncommons
1x	Mind Stone	Commander Legends: Battle for Baldur's Gate		$0.41	Captain ngathrod
1x	Nessian Wilds Ravager	Born of the Gods		$0.41	Rares
1x	Temple of the False God	Commander 2018		$0.41	B/W Commander randoms
1x	Westgate Regent	Adventures in the Forgotten Realms		$0.41	B/W Commander randoms
1x	Abzan Battle Priest	Khans of Tarkir		$0.42	B/W Commander randoms
1x	Abzan Battle Priest	Khans of Tarkir		$0.42	Baldurs gate uncommons
1x	Bloodthirsty Aerialist	Core Set 2020		$0.42	B/W Commander randoms
1x	Citadel Siege	Commander 2016		$0.42	Breena
4x	Consulate Dreadnought	Aether Revolt		$0.42	Colorless uncommmons
1x	Goblin Snowman	Ice Age		$0.42	Old cards
1x	Leadership Vacuum	Commander 2019		$0.42	April 2023
2x	Millikin	Eternal Masters		$0.42	Colorless uncommmons
1x	Possessed Aven	Torment		$0.42	Andy's new cards
1x	Prism Ring	Magic Origins		$0.42	Colorless uncommmons
1x	Prism Ring	Magic Origins		$0.42	Vish Kal
1x	Territorial Kavu	Modern Horizons 2		$0.42	Rares
1x	Axelrod Gunnarson	Chronicles		$0.43	Baldurs gate rares
2x	Boltwing Marauder	Dragons of Tarkir		$0.43	Rares
1x	Bred for the Hunt	Commander 2016		$0.43	Multicolor uncommons
2x	Burning-Tree Emissary	RNA Guild Kit		$0.43	Multicolor uncommons
1x	Caller of the Pack	Commander Anthology		$0.43	Green uncommons
2x	Curse of Chaos	Commander 2013		$0.43	Red uncommons
3x	Experiment One	Gatecrash		$0.43	Green uncommons
2x	Favorable Winds	Ixalan		$0.43	Blue uncommons
3x	Guttersnipe	Iconic Masters		$0.43	Red uncommons
1x	Izzet Charm	Return to Ravnica		$0.43	Niv
1x	Ooze Flux	Gatecrash		$0.43	Rares
1x	Plaxcaster Frogling	Modern Masters 2015		$0.43	Ezuri
1x	Radiant Scrollwielder	Strixhaven: School of Mages		$0.43	Baldurs gate rares
1x	Radiant Scrollwielder	Strixhaven: School of Mages		$0.43	Osgir others
1x	Radiant Scrollwielder	Strixhaven: School of Mages		$0.43	Rares
1x	Roiling Horror	Planar Chaos		$0.43	Andy's new cards
1x	Saheeli's Artistry	Kaladesh		$0.43	Grixis colors
1x	Simic Growth Chamber	Commander 2015		$0.43	Ezuri
1x	Simic Growth Chamber	Commander 2015		$0.43	Zaxara
1x	Skullwinder	Commander Anthology		$0.43	Ezuri
1x	Sword-Point Diplomacy	Ixalan		$0.43	Rares
1x	Tribal Unity	Onslaught		$0.43	Zaxara
1x	Valorous Stance	Jumpstart 2022		$0.43	April 2023
1x	Wildfire Eternal	Hour of Devastation		$0.43	Rares
1x	Barrin, Tolarian Archmage	Core Set 2021		$0.44	Rares
1x	Beetleback Chief	Commander Anthology Volume II		$0.44	Red uncommons
1x	Channeler Initiate	Amonkhet		$0.44	Rares
1x	Charmbreaker Devils	Commander 2013		$0.44	Niv
1x	Curse of Inertia	Commander Anthology		$0.44	Blue uncommons
1x	Custodi Soulbinders	Commander 2016		$0.44	Millicent
1x	Decree of Justice	Duel Decks: Elspeth vs. Kiora		$0.44	April 2023
2x	Drake Haven	Amonkhet		$0.44	Rares
1x	Dread Slaver	Avacyn Restored		$0.44	Andy's new cards
2x	Dreamcaller Siren	Ixalan		$0.44	Rares
3x	Duneblast	Commander Anthology Volume II		$0.44	Rares
1x	Dusk // Dawn	New Capenna Commander		$0.44	April 2023
3x	Gaea's Anthem	Modern Masters 2017		$0.44	Green uncommons
1x	Gideon's Intervention	Amonkhet		$0.44	Rares
1x	Glint-Sleeve Siphoner	Aether Revolt		$0.44	Rares
1x	Guild Artisan	Commander Legends: Battle for Baldur's Gate		$0.44	Baldurs gate rares
1x	Hallowed Spiritkeeper	Crimson Vow Commander		$0.44	Millicent
1x	Hunter's Prowess	Born of the Gods		$0.44	Rares
2x	Kefnet's Monument	Amonkhet		$0.44	Colorless uncommmons
1x	Linvala, Shield of Sea Gate	Zendikar Rising		$0.44	Baldurs gate
1x	Linvala, Shield of Sea Gate	Zendikar Rising		$0.44	Baldurs gate rares
1x	Precognitive Perception	Ravnica Allegiance		$0.44	Rares
1x	Replicating Ring	Kaldheim		$0.44	Baldurs gate
1x	Replicating Ring	Kaldheim		$0.44	Baldurs gate uncommons
1x	Role Reversal	War of the Spark		$0.44	Baldurs gate rares
